sample_index,class_key,project,repo_id,focal_class,focal_path,module,scope_key,build_tool,java_version,complexity_half,nloc,token_count,method_count,public_method_count,max_method_cc,sum_method_cc,avg_method_cc,selection_rank_in_repo,original_manifest_index,split_name,arm,generator,prompt,compilation,fail_stage,failure_owner,failure_owner_note,failure_artifact,failure_detail,branch_coverage,line_coverage,method_coverage,mutation_coverage,strict_branch_coverage,strict_line_coverage,strict_method_coverage,strict_mutation_coverage
228,98410891:core-interface/src/main/java/com/softavail/commsrouter/api/dto/model/skill/numberintervalboundary.java,98410891,98410891,NumberIntervalBoundary,core-interface/src/main/java/com/softavail/commsrouter/api/dto/model/skill/NumberIntervalBoundary.java,core-interface,maven:core-interface,Maven,1.8,lower_complexity_half,58,340,12,9,3,17,1.4166666666666667,2,108,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\98410891\TestClasses_98410891_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/228_98410891_1b7997e6/compiledrepos/98410891/core-interface/src/test/java/com/softavail/commsrouter/api/dto/model/skill/NumberIntervalBoundary_RBL4_1b7997e6Test.java:[105,9] reference to assertEquals is ambiguous - both method assertEquals(double,double) in org.junit.Assert and method assertEquals(java.lang.Object,java.lang.Object) in org.junit.Assert match - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/228_98410891_1b7997e6/compiledrepos/98410891/core-interface/src/test/java/com/softavail/commsrouter/api/dto/model/skill/NumberIntervalBoundary_RBL4_1b7997e6Test.java:[110,9] reference to assertEquals is ambiguous - both method assertEquals(double,double) in org.junit.Assert and method assertEquals(java.lang.Object,java.lang.Object) in org.junit.Assert match",,,,,0.0,0.0,0.0,0.0
229,98410891:core-interface/src/main/java/com/softavail/commsrouter/api/dto/model/skill/numberattributedomaindto.java,98410891,98410891,NumberAttributeDomainDto,core-interface/src/main/java/com/softavail/commsrouter/api/dto/model/skill/NumberAttributeDomainDto.java,core-interface,maven:core-interface,Maven,1.8,lower_complexity_half,59,329,10,7,4,16,1.6,4,146,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\98410891\TestClasses_98410891_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/229_98410891_a597dd0f/compiledrepos/98410891/core-interface/src/test/java/com/softavail/commsrouter/api/dto/model/skill/NumberAttributeDomainDto_RBL4_a597dd0fTest.java:[107,13] class com.softavail.commsrouter.api.dto.model.skill.NumberAttributeDomainDto_RBL4_a597dd0fTest is already defined in package com.softavail.commsrouter.api.dto.model.skill - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/229_98410891_a597dd0f/compiledrepos/98410891/core-interface/src/test/java/com/softavail/commsrouter/api/dto/model/skill/NumberAttributeDomainDto_RBL4_a597dd0fTest.java:[111,43] cannot find symbol - symbol: class List - location: class com.softavail.commsrouter.api.dto.model.skill.NumberAttributeDomainDto_RBL4_a597dd0fTest.NumberAttributeDomainDto_RBL4_a597dd0fTest - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/229_98410891_a597dd0f/compiledrepos/98410891/core-interface/src/test/java/com/softavail/commsrouter/api/dto/model/skill/NumberAttributeDomainDto_RBL4_a597dd0fTest.java:[39,55] incompatible types: int cannot b",,,,,0.0,0.0,0.0,0.0
230,98410891:core/src/main/java/com/softavail/commsrouter/api/service/skillvalidator.java,98410891,98410891,SkillValidator,core/src/main/java/com/softavail/commsrouter/api/service/SkillValidator.java,core,maven:core,Maven,1.8,higher_complexity_half,209,1513,25,16,8,53,2.12,9,244,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\98410891\TestClasses_98410891_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/230_98410891_cb7f3212/compiledrepos/98410891/core/src/test/java/com/softavail/commsrouter/api/service/SkillValidator_RBL4_cb7f3212Test.java:[36,74] constructor NotFoundException in class com.softavail.commsrouter.api.exception.NotFoundException cannot be applied to given types; - required: java.lang.String - found: no arguments - reason: actual and formal argument lists differ in length - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/230_98410891_cb7f3212/compiledrepos/98410891/core/src/test/java/com/softavail/commsrouter/api/service/SkillValidator_RBL4_cb7f3212Test.java:[50,37] constructor ArrayOfStringsAttributeValueDto in class com.softavail.commsrouter.api.dto.model.attribute.ArrayOfStringsAttributeValueDto cannot be applied to given types; - required: no arguments - found: java.lang.String[] - reason: actual and formal argument lists differ in length - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/230_98410891_cb7f3212/compiledrepos/98410891/core/src/test/java/com/softavail/commsrouter/api/service/S",,,,,0.0,0.0,0.0,0.0
231,98410891:core/src/main/java/com/softavail/commsrouter/domain/dto/mappers/attributedomainmapper.java,98410891,98410891,AttributeDomainMapper,core/src/main/java/com/softavail/commsrouter/domain/dto/mappers/AttributeDomainMapper.java,core,maven:core,Maven,1.8,higher_complexity_half,127,941,11,6,9,29,2.6363636363636362,10,253,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\98410891\TestClasses_98410891_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/231_98410891_8e2f6551/compiledrepos/98410891/core/src/test/java/com/softavail/commsrouter/domain/dto/mappers/AttributeDomainMapper_RBL4_8e2f6551Test.java:[33,59] incompatible types: int cannot be converted to java.lang.Double - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/231_98410891_8e2f6551/compiledrepos/98410891/core/src/test/java/com/softavail/commsrouter/domain/dto/mappers/AttributeDomainMapper_RBL4_8e2f6551Test.java:[54,45] constructor AttributeDomainDefinition in class com.softavail.commsrouter.domain.AttributeDomainDefinition cannot be applied to given types; - required: no arguments - found: java.lang.String - reason: actual and formal argument lists differ in length - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/231_98410891_8e2f6551/compiledrepos/98410891/core/src/test/java/com/softavail/commsrouter/domain/dto/mappers/AttributeDomainMapper_RBL4_8e2f6551Test.java:[54,86] constructor AttributeDomainDefinition in class com.softavail.commsrouter.domain.AttributeDomainDefinition cannot be applie",,,,,0.0,0.0,0.0,0.0
232,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/manytomanyannotationhandler.java,9884445,9884445,ManyToManyAnnotationHandler,minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/ManyToManyAnnotationHandler.java,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,Maven,1.7,lower_complexity_half,8,42,1,1,1,1,1.0,6,2,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\9884445\TestClasses_9884445_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following general errors were encountered during the Maven build: - COMPILATION ERROR : - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\232_9884445_a6306c47\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\entity\metadata\handler\ManyToManyAnnotationHandler_RBL4_a6306c47Test.java:[13,44] error: cannot find symbol - - Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:2.1:testCompile (default-testCompile) on project minnal-instrumentation-jaxrs: Compilation failure - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\232_9884445_a6306c47\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\entity\metadata\handler\ManyToManyAnnotationHandler_RBL4_a6306c47Test.java:[13,44] error: cannot find symbol - - - -> [Help 1] - - To see the full stack trace of the errors, re-run Maven with the -e switch. - Re-run Maven using the -X switch to enable full debug logging. - - For more information about the errors and possible solutions, please read the following articles: - [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException",,,,,0.0,0.0,0.0,0.0
232,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/manytomanyannotationhandler.java,9884445,9884445,ManyToManyAnnotationHandler,minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/ManyToManyAnnotationHandler.java,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,Maven,1.7,lower_complexity_half,8,42,1,1,1,1,1.0,6,2,remaining240,evosuite,evosuite,-,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\9884445\TestClasses_9884445_evosuite.mavenfailed,"The following general errors were encountered during the Maven build: - COMPILATION ERROR : - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\232_9884445_a6306c47\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\entity\metadata\handler\ManyToManyAnnotationHandler_RBL4_a6306c47Test.java:[13,44] error: cannot find symbol - - Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:2.1:testCompile (default-testCompile) on project minnal-instrumentation-jaxrs: Compilation failure - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\232_9884445_a6306c47\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\entity\metadata\handler\ManyToManyAnnotationHandler_RBL4_a6306c47Test.java:[13,44] error: cannot find symbol - - - -> [Help 1] - - To see the full stack trace of the errors, re-run Maven with the -e switch. - Re-run Maven using the -X switch to enable full debug logging. - - For more information about the errors and possible solutions, please read the following articles: - [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException",,,,,0.0,0.0,0.0,0.0
233,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/securemultipleannotationhandler.java,9884445,9884445,SecureMultipleAnnotationHandler,minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/SecureMultipleAnnotationHandler.java,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,Maven,1.7,lower_complexity_half,12,103,1,1,2,2,2.0,3,40,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\9884445\TestClasses_9884445_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\233_9884445_3b15123a\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\entity\metadata\handler\SecureMultipleAnnotationHandler_RBL4_3b15123aTest.java:[34,34] error: cannot find symbol - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\233_9884445_3b15123a\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\entity\metadata\handler\SecureMultipleAnnotationHandler_RBL4_3b15123aTest.java:[46,34] error: cannot find symbol - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\233_9884445_3b15123a\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\entity\metadata\handler\SecureMultipleAnnotationHandler_RBL4_3b15123aTest.java:[47,34] error: cannot find symbol",,,,,0.0,0.0,0.0,0.0
233,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/securemultipleannotationhandler.java,9884445,9884445,SecureMultipleAnnotationHandler,minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/SecureMultipleAnnotationHandler.java,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,Maven,1.7,lower_complexity_half,12,103,1,1,2,2,2.0,3,40,remaining240,evosuite,evosuite,-,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\9884445\TestClasses_9884445_evosuite.mavenfailed,"The following compilation errors were encountered during the Maven build: - - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\233_9884445_3b15123a\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\entity\metadata\handler\SecureMultipleAnnotationHandler_RBL4_3b15123aTest.java:[34,34] error: cannot find symbol - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\233_9884445_3b15123a\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\entity\metadata\handler\SecureMultipleAnnotationHandler_RBL4_3b15123aTest.java:[46,34] error: cannot find symbol - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\233_9884445_3b15123a\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\entity\metadata\handler\SecureMultipleAnnotationHandler_RBL4_3b15123aTest.java:[47,34] error: cannot find symbol",,,,,0.0,0.0,0.0,0.0
234,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/elementcollectionannotationhandler.java,9884445,9884445,ElementCollectionAnnotationHandler,minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/ElementCollectionAnnotationHandler.java,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,Maven,1.7,lower_complexity_half,38,305,3,3,2,5,1.6666666666666667,8,53,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,maven_verify_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\9884445\TestClasses_9884445_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following general errors were encountered during the Maven build: - COMPILATION ERROR : - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\234_9884445_7e40a186\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\entity\metadata\handler\ElementCollectionAnnotationHandler_RBL4_7e40a186Test.java:[37,60] error: lambda expressions are not supported in -source 1.7 - - Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:2.1:testCompile (default-testCompile) on project minnal-instrumentation-jaxrs: Compilation failure - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\234_9884445_7e40a186\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\entity\metadata\handler\ElementCollectionAnnotationHandler_RBL4_7e40a186Test.java:[37,60] error: lambda expressions are not supported in -source 1.7 - - - -> [Help 1] - - To see the full stack trace of the errors, re-run Maven with the -e switch. - Re-run Maven using the -X switch to enable full debug logging. - - For more information about the errors and possible solutions, please read the following articles: - ",,,,,0.0,0.0,0.0,0.0
234,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/elementcollectionannotationhandler.java,9884445,9884445,ElementCollectionAnnotationHandler,minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/ElementCollectionAnnotationHandler.java,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,Maven,1.7,lower_complexity_half,38,305,3,3,2,5,1.6666666666666667,8,53,remaining240,evosuite,evosuite,-,0,maven_verify_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\9884445\TestClasses_9884445_evosuite.mavenfailed,"The following general errors were encountered during the Maven build: - COMPILATION ERROR : - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\234_9884445_7e40a186\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\entity\metadata\handler\ElementCollectionAnnotationHandler_RBL4_7e40a186Test.java:[37,60] error: lambda expressions are not supported in -source 1.7 - - Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:2.1:testCompile (default-testCompile) on project minnal-instrumentation-jaxrs: Compilation failure - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\234_9884445_7e40a186\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\test\java\org\minnal\instrument\entity\metadata\handler\ElementCollectionAnnotationHandler_RBL4_7e40a186Test.java:[37,60] error: lambda expressions are not supported in -source 1.7 - - - -> [Help 1] - - To see the full stack trace of the errors, re-run Maven with the -e switch. - Re-run Maven using the -X switch to enable full debug logging. - - For more information about the errors and possible solutions, please read the following articles: - ",,,,,0.0,0.0,0.0,0.0
