sample_index,class_key,project,repo_id,focal_class,focal_path,module,scope_key,build_tool,java_version,complexity_half,nloc,token_count,method_count,public_method_count,max_method_cc,sum_method_cc,avg_method_cc,selection_rank_in_repo,original_manifest_index,split_name,evosuite_branch_coverage,gpt_branch_coverage,evosuite_compilation,gpt_compilation,evosuite_line_coverage,gpt_line_coverage,evosuite_method_coverage,gpt_method_coverage,evosuite_mutation_coverage,gpt_mutation_coverage,evosuite_strict_branch_coverage,gpt_strict_branch_coverage,evosuite_strict_line_coverage,gpt_strict_line_coverage,evosuite_strict_method_coverage,gpt_strict_method_coverage,evosuite_strict_mutation_coverage,gpt_strict_mutation_coverage,strict_mutation_diff_gpt_minus_evosuite,rq4_wilcoxon_shifted_value,strict_branch_diff_gpt_minus_evosuite
212,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/util/maputils.java,9619226,9619226,MapUtils,spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/util/MapUtils.java,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,1.6,higher_complexity_half,30,276,2,1,5,6,3.0,9,170,remaining240,100.0,,1,0,100.0,,100.0,,0.0,,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,-100.0
213,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/exception/simpledbexceptiontranslator.java,9619226,9619226,SimpleDbExceptionTranslator,spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/exception/SimpleDbExceptionTranslator.java,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,1.6,higher_complexity_half,57,354,4,3,13,18,4.5,6,275,remaining240,96.43,82.14,1,1,96.3,92.59,100.0,100.0,4.0,36.0,96.43,82.14,96.3,92.59,100.0,100.0,4.0,36.0,32.0,37.0,-14.290000000000006
214,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/query/parttreeconverter.java,9619226,9619226,PartTreeConverter,spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/query/PartTreeConverter.java,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,1.6,higher_complexity_half,89,453,3,1,13,19,6.333333333333333,8,276,remaining240,9.52,,1,0,15.91,,50.0,,0.0,,9.52,0.0,15.91,0.0,50.0,0.0,0.0,0.0,0.0,5.0,-9.52
215,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/attributeutil/simpledbattributeconverter.java,9619226,9619226,SimpleDBAttributeConverter,spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/attributeutil/SimpleDBAttributeConverter.java,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,1.6,higher_complexity_half,81,747,6,4,13,31,5.166666666666667,7,281,remaining240,34.0,,1,0,59.18,,80.0,,36.84,,34.0,0.0,59.18,0.0,80.0,0.0,36.84,0.0,-36.84,-31.840000000000003,-34.0
216,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/definition/registry/doublenameresolver.java,97822421,97822421,DoubleNameResolver,infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/definition/registry/DoubleNameResolver.java,infrastructure,maven:infrastructure,Maven,1.8,lower_complexity_half,31,248,3,2,1,3,1.0,7,21,remaining240,,,1,0,100.0,,85.71,,0.0,,0.0,0.0,100.0,0.0,85.71,0.0,0.0,0.0,0.0,5.0,0.0
217,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/annotation/nodoubleclassdefined.java,97822421,97822421,NoDoubleClassDefined,infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/annotation/NoDoubleClassDefined.java,infrastructure,maven:infrastructure,Maven,1.8,lower_complexity_half,6,42,1,1,2,2,2.0,5,42,remaining240,100.0,100.0,1,1,100.0,50.0,100.0,50.0,0.0,100.0,100.0,100.0,100.0,50.0,100.0,50.0,0.0,100.0,100.0,105.0,0.0
218,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/spring/mockclassresolver.java,97822421,97822421,MockClassResolver,infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/spring/MockClassResolver.java,infrastructure,maven:infrastructure,Maven,1.8,lower_complexity_half,24,193,2,1,2,3,1.5,4,46,remaining240,100.0,,1,0,100.0,,100.0,,33.33,,100.0,0.0,100.0,0.0,100.0,0.0,33.33,0.0,-33.33,-28.33,-100.0
219,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/definition/registry/doubleconfigurationresolver.java,97822421,97822421,DoubleConfigurationResolver,infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/definition/registry/DoubleConfigurationResolver.java,infrastructure,maven:infrastructure,Maven,1.8,lower_complexity_half,36,220,4,2,2,5,1.25,9,57,remaining240,50.0,,1,0,70.0,,60.0,,0.0,,50.0,0.0,70.0,0.0,60.0,0.0,0.0,0.0,0.0,5.0,-50.0
220,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/spring/util/applicationcontextwalker.java,97822421,97822421,ApplicationContextWalker,infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/spring/util/ApplicationContextWalker.java,infrastructure,maven:infrastructure,Maven,1.8,lower_complexity_half,52,428,6,3,2,7,1.1666666666666667,6,64,remaining240,100.0,,1,0,73.08,,54.55,,8.33,,100.0,0.0,73.08,0.0,54.55,0.0,8.33,0.0,-8.33,-3.33,-100.0
221,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/spring/util/beandefinitionfinder.java,97822421,97822421,BeanDefinitionFinder,infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/spring/util/BeanDefinitionFinder.java,infrastructure,maven:infrastructure,Maven,1.8,lower_complexity_half,48,359,6,3,3,10,1.6666666666666667,3,102,remaining240,100.0,,1,0,100.0,,100.0,,37.5,,100.0,0.0,100.0,0.0,100.0,0.0,37.5,0.0,-37.5,-32.5,-100.0
222,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/definition/registry/doublesearch.java,97822421,97822421,DoubleSearch,infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/definition/registry/DoubleSearch.java,infrastructure,maven:infrastructure,Maven,1.8,lower_complexity_half,72,590,15,9,3,17,1.1333333333333333,8,110,remaining240,41.67,,1,0,68.97,,88.24,,21.43,,41.67,0.0,68.97,0.0,88.24,0.0,21.43,0.0,-21.43,-16.43,-41.67
223,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/definition/doublename.java,97822421,97822421,DoubleName,infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/definition/DoubleName.java,infrastructure,maven:infrastructure,Maven,1.8,lower_complexity_half,50,311,7,6,4,11,1.5714285714285714,2,139,remaining240,100.0,90.0,1,1,100.0,100.0,100.0,100.0,14.29,92.86,100.0,90.0,100.0,100.0,100.0,100.0,14.29,92.86,78.57,83.57,-10.0
224,98410891:core/src/main/java/com/softavail/commsrouter/eval/rsqlevaluatorfactory.java,98410891,98410891,RsqlEvaluatorFactory,core/src/main/java/com/softavail/commsrouter/eval/RsqlEvaluatorFactory.java,core,maven:core,Maven,1.8,lower_complexity_half,34,245,5,4,2,7,1.4,6,62,remaining240,,,1,0,53.85,,60.0,,0.0,,0.0,0.0,53.85,0.0,60.0,0.0,0.0,0.0,0.0,5.0,0.0
225,98410891:core/src/main/java/com/softavail/commsrouter/domain/routerobject.java,98410891,98410891,RouterObject,core/src/main/java/com/softavail/commsrouter/domain/RouterObject.java,core,maven:core,Maven,1.8,lower_complexity_half,43,247,8,5,2,9,1.125,5,67,remaining240,100.0,,1,0,93.75,,87.5,,14.29,,100.0,0.0,93.75,0.0,87.5,0.0,14.29,0.0,-14.29,-9.29,-100.0
226,98410891:applications/demo/src/main/java/com/softavail/comms/demo/application/impl/cfg4jconfiguration.java,98410891,98410891,Cfg4jConfiguration,applications/demo/src/main/java/com/softavail/comms/demo/application/impl/Cfg4jConfiguration.java,applications/demo,maven:applications/demo,Maven,1.8,lower_complexity_half,73,493,11,10,2,12,1.0909090909090908,8,73,remaining240,50.0,,1,0,38.46,,23.08,,16.67,,50.0,0.0,38.46,0.0,23.08,0.0,16.67,0.0,-16.67,-11.670000000000002,-50.0
227,98410891:applications/demo/src/main/java/com/softavail/comms/demo/application/impl/propertiesconfiguration.java,98410891,98410891,PropertiesConfiguration,applications/demo/src/main/java/com/softavail/comms/demo/application/impl/PropertiesConfiguration.java,applications/demo,maven:applications/demo,Maven,1.8,lower_complexity_half,81,499,12,10,3,14,1.1666666666666667,3,107,remaining240,25.0,25.0,1,1,21.74,21.74,23.08,23.08,0.0,0.0,25.0,25.0,21.74,21.74,23.08,23.08,0.0,0.0,0.0,5.0,0.0
228,98410891:core-interface/src/main/java/com/softavail/commsrouter/api/dto/model/skill/numberintervalboundary.java,98410891,98410891,NumberIntervalBoundary,core-interface/src/main/java/com/softavail/commsrouter/api/dto/model/skill/NumberIntervalBoundary.java,core-interface,maven:core-interface,Maven,1.8,lower_complexity_half,58,340,12,9,3,17,1.4166666666666667,2,108,remaining240,92.86,,1,0,100.0,,100.0,,20.0,,92.86,0.0,100.0,0.0,100.0,0.0,20.0,0.0,-20.0,-15.0,-92.86
229,98410891:core-interface/src/main/java/com/softavail/commsrouter/api/dto/model/skill/numberattributedomaindto.java,98410891,98410891,NumberAttributeDomainDto,core-interface/src/main/java/com/softavail/commsrouter/api/dto/model/skill/NumberAttributeDomainDto.java,core-interface,maven:core-interface,Maven,1.8,lower_complexity_half,59,329,10,7,4,16,1.6,4,146,remaining240,100.0,,1,0,93.55,,90.0,,30.77,,100.0,0.0,93.55,0.0,90.0,0.0,30.77,0.0,-30.77,-25.77,-100.0
230,98410891:core/src/main/java/com/softavail/commsrouter/api/service/skillvalidator.java,98410891,98410891,SkillValidator,core/src/main/java/com/softavail/commsrouter/api/service/SkillValidator.java,core,maven:core,Maven,1.8,higher_complexity_half,209,1513,25,16,8,53,2.12,9,244,remaining240,100.0,,1,0,30.43,,37.5,,3.03,,100.0,0.0,30.43,0.0,37.5,0.0,3.03,0.0,-3.03,1.9700000000000002,-100.0
231,98410891:core/src/main/java/com/softavail/commsrouter/domain/dto/mappers/attributedomainmapper.java,98410891,98410891,AttributeDomainMapper,core/src/main/java/com/softavail/commsrouter/domain/dto/mappers/AttributeDomainMapper.java,core,maven:core,Maven,1.8,higher_complexity_half,127,941,11,6,9,29,2.6363636363636362,10,253,remaining240,80.33,,1,0,98.31,,100.0,,34.48,,80.33,0.0,98.31,0.0,100.0,0.0,34.48,0.0,-34.48,-29.479999999999997,-80.33
232,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/manytomanyannotationhandler.java,9884445,9884445,ManyToManyAnnotationHandler,minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/ManyToManyAnnotationHandler.java,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,Maven,1.7,lower_complexity_half,8,42,1,1,1,1,1.0,6,2,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
233,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/securemultipleannotationhandler.java,9884445,9884445,SecureMultipleAnnotationHandler,minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/SecureMultipleAnnotationHandler.java,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,Maven,1.7,lower_complexity_half,12,103,1,1,2,2,2.0,3,40,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
234,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/elementcollectionannotationhandler.java,9884445,9884445,ElementCollectionAnnotationHandler,minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/ElementCollectionAnnotationHandler.java,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,Maven,1.7,lower_complexity_half,38,305,3,3,2,5,1.6666666666666667,8,53,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
235,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/resource/metadata/resourcemetadatabuilder.java,9884445,9884445,ResourceMetaDataBuilder,minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/resource/metadata/ResourceMetaDataBuilder.java,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,Maven,1.7,lower_complexity_half,26,182,4,1,2,5,1.25,9,54,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
236,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/searchableannotationhandler.java,9884445,9884445,SearchableAnnotationHandler,minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/SearchableAnnotationHandler.java,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,Maven,1.7,lower_complexity_half,30,261,3,3,2,5,1.6666666666666667,10,55,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
237,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/applicationenhancer.java,9884445,9884445,ApplicationEnhancer,minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/ApplicationEnhancer.java,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,Maven,1.7,higher_complexity_half,72,574,8,2,5,12,1.5,4,182,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
238,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/resource/resourceutil.java,9884445,9884445,ResourceUtil,minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/resource/ResourceUtil.java,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,Maven,1.7,higher_complexity_half,127,1331,9,8,5,24,2.6666666666666665,7,186,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
239,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/actionmetadata.java,9884445,9884445,ActionMetaData,minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/ActionMetaData.java,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,Maven,1.7,higher_complexity_half,64,424,7,6,13,22,3.142857142857143,5,277,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
