sample_index,class_key,project,repo_id,focal_class,focal_path,module,scope_key,build_tool,java_version,complexity_half,nloc,token_count,method_count,public_method_count,max_method_cc,sum_method_cc,avg_method_cc,selection_rank_in_repo,original_manifest_index,split_name,evosuite_branch_coverage,gpt_branch_coverage,evosuite_compilation,gpt_compilation,evosuite_line_coverage,gpt_line_coverage,evosuite_method_coverage,gpt_method_coverage,evosuite_mutation_coverage,gpt_mutation_coverage,evosuite_strict_branch_coverage,gpt_strict_branch_coverage,evosuite_strict_line_coverage,gpt_strict_line_coverage,evosuite_strict_method_coverage,gpt_strict_method_coverage,evosuite_strict_mutation_coverage,gpt_strict_mutation_coverage,strict_mutation_diff_gpt_minus_evosuite,rq4_wilcoxon_shifted_value,strict_branch_diff_gpt_minus_evosuite
97,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/directives.java,558963,558963,Directives,httpcache4j-api/src/main/java/org/codehaus/httpcache4j/Directives.java,httpcache4j-api,maven:httpcache4j-api,Maven,1.8,lower_complexity_half,50,418,10,7,2,11,1.1,8,72,remaining240,100.0,100.0,1,1,100.0,85.0,90.91,81.82,40.0,90.0,100.0,100.0,100.0,85.0,90.91,81.82,40.0,90.0,50.0,55.0,0.0
98,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/headers.java,558963,558963,Headers,httpcache4j-api/src/main/java/org/codehaus/httpcache4j/Headers.java,httpcache4j-api,maven:httpcache4j-api,Maven,1.8,higher_complexity_half,341,2831,77,64,4,95,1.2337662337662338,5,165,remaining240,97.22,33.33,1,1,95.74,44.68,89.86,44.93,21.28,42.55,97.22,33.33,95.74,44.68,89.86,44.93,21.28,42.55,21.269999999999996,26.269999999999996,-63.89
99,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/httpmethod.java,558963,558963,HTTPMethod,httpcache4j-api/src/main/java/org/codehaus/httpcache4j/HTTPMethod.java,httpcache4j-api,maven:httpcache4j-api,Maven,1.8,higher_complexity_half,111,716,14,12,6,26,1.8571428571428572,2,203,remaining240,88.24,,1,0,100.0,,100.0,,3.03,,88.24,0.0,100.0,0.0,100.0,0.0,3.03,0.0,-3.03,1.9700000000000002,-88.24
100,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/mimetype.java,558963,558963,MIMEType,httpcache4j-api/src/main/java/org/codehaus/httpcache4j/MIMEType.java,httpcache4j-api,maven:httpcache4j-api,Maven,1.8,higher_complexity_half,128,1022,20,16,8,37,1.85,9,239,remaining240,78.95,71.05,1,1,68.12,89.86,81.82,86.36,10.81,54.05,78.95,71.05,68.12,89.86,81.82,86.36,10.81,54.05,43.239999999999995,48.239999999999995,-7.900000000000006
101,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/auth/defaultauthenticator.java,558963,558963,DefaultAuthenticator,httpcache4j-api/src/main/java/org/codehaus/httpcache4j/auth/DefaultAuthenticator.java,httpcache4j-api,maven:httpcache4j-api,Maven,1.8,higher_complexity_half,56,457,7,5,9,17,2.4285714285714284,7,251,remaining240,45.0,,1,0,46.88,,71.43,,16.67,,45.0,0.0,46.88,0.0,71.43,0.0,16.67,0.0,-16.67,-11.670000000000002,-45.0
102,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/httpresponse.java,558963,558963,HTTPResponse,httpcache4j-api/src/main/java/org/codehaus/httpcache4j/HTTPResponse.java,httpcache4j-api,maven:httpcache4j-api,Maven,1.8,higher_complexity_half,112,804,16,12,9,32,2.0,10,254,remaining240,68.75,,1,0,96.3,,100.0,,5.71,,68.75,0.0,96.3,0.0,100.0,0.0,5.71,0.0,-5.71,-0.71,-68.75
103,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/httprequest.java,558963,558963,HTTPRequest,httpcache4j-api/src/main/java/org/codehaus/httpcache4j/HTTPRequest.java,httpcache4j-api,maven:httpcache4j-api,Maven,1.8,higher_complexity_half,171,1242,34,29,13,56,1.6470588235294117,6,282,remaining240,64.29,,1,0,96.05,,91.18,,42.5,,64.29,0.0,96.05,0.0,91.18,0.0,42.5,0.0,-42.5,-37.5,-64.29
104,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/statistics/processcountjob.java,60578004,60578004,ProcessCountJob,elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/statistics/ProcessCountJob.java,elastic-jobx-core,maven:elastic-jobx-core,Maven,1.6,lower_complexity_half,19,150,2,1,1,2,1.0,7,12,remaining240,,,1,1,55.56,44.44,100.0,50.0,0.0,0.0,0.0,0.0,55.56,44.44,100.0,50.0,0.0,0.0,0.0,5.0,0.0
105,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/config/configurationnode.java,60578004,60578004,ConfigurationNode,elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/config/ConfigurationNode.java,elastic-jobx-core,maven:elastic-jobx-core,Maven,1.6,lower_complexity_half,47,377,8,7,1,8,1.0,6,34,remaining240,,,1,1,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,5.0,0.0
106,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/plugin/sharding/strategy/averageallocationjobshardingstrategy.java,60578004,60578004,AverageAllocationJobShardingStrategy,elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/plugin/sharding/strategy/AverageAllocationJobShardingStrategy.java,elastic-jobx-core,maven:elastic-jobx-core,Maven,1.6,lower_complexity_half,44,427,3,1,3,8,2.6666666666666665,8,93,remaining240,100.0,,1,0,100.0,,100.0,,21.05,,100.0,0.0,100.0,0.0,100.0,0.0,21.05,0.0,-21.05,-16.05,-100.0
107,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/election/leaderelectionservice.java,60578004,60578004,LeaderElectionService,elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/election/LeaderElectionService.java,elastic-jobx-core,maven:elastic-jobx-core,Maven,1.6,lower_complexity_half,55,417,7,6,4,13,1.8571428571428572,3,141,remaining240,0.0,33.33,1,1,36.36,59.09,42.86,71.43,0.0,11.76,0.0,33.33,36.36,59.09,42.86,71.43,0.0,11.76,11.76,16.759999999999998,33.33
108,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/sharding/shardingservice.java,60578004,60578004,ShardingService,elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/sharding/ShardingService.java,elastic-jobx-core,maven:elastic-jobx-core,Maven,1.6,higher_complexity_half,107,953,9,5,4,19,2.111111111111111,10,154,remaining240,0.0,,1,0,26.09,,22.22,,0.0,,0.0,0.0,26.09,0.0,22.22,0.0,0.0,0.0,0.0,5.0,0.0
109,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/storage/jobnodestorage.java,60578004,60578004,JobNodeStorage,elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/storage/JobNodeStorage.java,elastic-jobx-core,maven:elastic-jobx-core,Maven,1.6,higher_complexity_half,111,872,19,15,4,30,1.5789473684210527,9,161,remaining240,12.5,,1,0,21.05,,25.0,,0.0,,12.5,0.0,21.05,0.0,25.0,0.0,0.0,0.0,0.0,5.0,-12.5
110,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/execution/executioncontextservice.java,60578004,60578004,ExecutionContextService,elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/execution/ExecutionContextService.java,elastic-jobx-core,maven:elastic-jobx-core,Maven,1.6,higher_complexity_half,58,470,4,1,5,10,2.5,4,179,remaining240,0.0,,1,0,6.06,,25.0,,0.0,,0.0,0.0,6.06,0.0,25.0,0.0,0.0,0.0,0.0,5.0,0.0
111,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/config/configurationservice.java,60578004,60578004,ConfigurationService,elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/config/ConfigurationService.java,elastic-jobx-core,maven:elastic-jobx-core,Maven,1.6,higher_complexity_half,123,1182,19,16,5,29,1.5263157894736843,5,189,remaining240,0.0,,1,0,5.97,,10.53,,0.0,,0.0,0.0,5.97,0.0,10.53,0.0,0.0,0.0,0.0,5.0,0.0
112,61565876:injector/src/main/java/ch/jalu/injector/context/resolutioncontext.java,61565876,61565876,ResolutionContext,injector/src/main/java/ch/jalu/injector/context/ResolutionContext.java,injector,maven:injector,Maven,1.8,lower_complexity_half,42,251,7,6,2,8,1.1428571428571428,2,65,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
113,61565876:injector/src/main/java/ch/jalu/injector/handlers/dependency/singletonstoredependencyhandler.java,61565876,61565876,SingletonStoreDependencyHandler,injector/src/main/java/ch/jalu/injector/handlers/dependency/SingletonStoreDependencyHandler.java,injector,maven:injector,Maven,1.8,lower_complexity_half,50,392,5,4,3,9,1.8,8,99,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
114,61565876:injector/src/main/java/ch/jalu/injector/handlers/instantiation/standardinjection.java,61565876,61565876,StandardInjection,injector/src/main/java/ch/jalu/injector/handlers/instantiation/StandardInjection.java,injector,maven:injector,Maven,1.8,lower_complexity_half,66,593,6,3,3,10,1.6666666666666667,6,103,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
115,61565876:injector/src/main/java/ch/jalu/injector/context/objectidentifier.java,61565876,61565876,ObjectIdentifier,injector/src/main/java/ch/jalu/injector/context/ObjectIdentifier.java,injector,maven:injector,Maven,1.8,lower_complexity_half,44,271,6,5,4,9,1.5,3,129,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
116,61565876:injector/src/main/java/ch/jalu/injector/handlers/instantiation/defaultinjectionprovider.java,61565876,61565876,DefaultInjectionProvider,injector/src/main/java/ch/jalu/injector/handlers/instantiation/DefaultInjectionProvider.java,injector,maven:injector,Maven,1.8,higher_complexity_half,42,297,4,1,5,9,2.25,10,175,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
117,61565876:injector/src/main/java/ch/jalu/injector/utils/reflectionutils.java,61565876,61565876,ReflectionUtils,injector/src/main/java/ch/jalu/injector/utils/ReflectionUtils.java,injector,maven:injector,Maven,1.8,higher_complexity_half,98,736,10,9,5,25,2.5,9,188,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
118,61565876:injector/src/main/java/ch/jalu/injector/handlers/postconstruct/postconstructmethodinvoker.java,61565876,61565876,PostConstructMethodInvoker,injector/src/main/java/ch/jalu/injector/handlers/postconstruct/PostConstructMethodInvoker.java,injector,maven:injector,Maven,1.8,higher_complexity_half,55,412,3,1,7,12,4.0,7,218,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
119,61565876:injector/src/main/java/ch/jalu/injector/injectorimpl.java,61565876,61565876,InjectorImpl,injector/src/main/java/ch/jalu/injector/InjectorImpl.java,injector,maven:injector,Maven,1.8,higher_complexity_half,200,1398,18,10,8,48,2.6666666666666665,5,243,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
120,6293402:server/src/main/java/com/vaadin/data/provider/treedataprovider.java,6293402,6293402,TreeDataProvider,server/src/main/java/com/vaadin/data/provider/TreeDataProvider.java,server,maven:server,Maven,1.8,lower_complexity_half,125,903,12,11,3,18,1.5,10,111,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
121,6293402:server/src/main/java/com/vaadin/server/vaadinportletrequest.java,6293402,6293402,VaadinPortletRequest,server/src/main/java/com/vaadin/server/VaadinPortletRequest.java,server,maven:server,Maven,1.8,lower_complexity_half,164,768,23,22,3,34,1.4782608695652173,3,118,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
122,6293402:server/src/main/java/com/vaadin/ui/abstractsingleselect.java,6293402,6293402,AbstractSingleSelect,server/src/main/java/com/vaadin/ui/AbstractSingleSelect.java,server,maven:server,Maven,1.8,higher_complexity_half,181,1095,25,15,4,38,1.52,9,162,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
123,6293402:server/src/main/java/com/vaadin/util/encodeutil.java,6293402,6293402,EncodeUtil,server/src/main/java/com/vaadin/util/EncodeUtil.java,server,maven:server,Maven,1.8,higher_complexity_half,27,213,3,1,5,8,2.6666666666666665,7,172,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
124,6293402:server/src/main/java/com/vaadin/server/localeservice.java,6293402,6293402,LocaleService,server/src/main/java/com/vaadin/server/LocaleService.java,server,maven:server,Maven,1.8,higher_complexity_half,97,771,6,2,7,15,2.5,6,219,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
125,6293402:server/src/main/java/com/vaadin/data/provider/datacommunicator.java,6293402,6293402,DataCommunicator,server/src/main/java/com/vaadin/data/provider/DataCommunicator.java,server,maven:server,Maven,1.8,higher_complexity_half,386,2460,55,31,11,87,1.5818181818181818,4,268,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
126,6293402:server/src/main/java/com/vaadin/server/communication/metadatawriter.java,6293402,6293402,MetadataWriter,server/src/main/java/com/vaadin/server/communication/MetadataWriter.java,server,maven:server,Maven,1.8,higher_complexity_half,45,288,1,1,13,13,13.0,8,274,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
127,6293402:server/src/main/java/com/vaadin/server/communication/serverrpchandler.java,6293402,6293402,ServerRpcHandler,server/src/main/java/com/vaadin/server/communication/ServerRpcHandler.java,server,maven:server,Maven,1.8,higher_complexity_half,386,2472,22,9,19,72,3.272727272727273,5,293,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
128,6437134:enav-util/src/main/java/dk/dma/enav/util/coordinateconverter.java,6437134,6437134,CoordinateConverter,enav-util/src/main/java/dk/dma/enav/util/CoordinateConverter.java,enav-util,maven:enav-util,Maven,1.8,lower_complexity_half,65,577,5,4,2,9,1.8,7,69,remaining240,100.0,50.0,1,1,100.0,100.0,100.0,100.0,0.0,73.81,100.0,50.0,100.0,100.0,100.0,100.0,0.0,73.81,73.81,78.81,-50.0
129,6437134:enav-util/src/main/java/dk/dma/enav/util/compass/compassutils.java,6437134,6437134,CompassUtils,enav-util/src/main/java/dk/dma/enav/util/compass/CompassUtils.java,enav-util,maven:enav-util,Maven,1.8,lower_complexity_half,33,183,4,4,3,9,2.25,6,100,remaining240,100.0,80.0,1,1,100.0,87.5,100.0,80.0,0.0,33.33,100.0,80.0,100.0,87.5,100.0,80.0,0.0,33.33,33.33,38.33,-20.0
130,6437134:enav-model/src/main/java/dk/dma/enav/model/geometry/ellipse.java,6437134,6437134,Ellipse,enav-model/src/main/java/dk/dma/enav/model/geometry/Ellipse.java,enav-model,maven:enav-model,Maven,1.8,higher_complexity_half,142,1278,15,11,4,24,1.6,5,157,remaining240,100.0,,1,0,100.0,,100.0,,7.14,,100.0,0.0,100.0,0.0,100.0,0.0,7.14,0.0,-7.14,-2.1399999999999997,-100.0
131,6437134:enav-model/src/main/java/dk/dma/enav/model/geometry/boundingbox.java,6437134,6437134,BoundingBox,enav-model/src/main/java/dk/dma/enav/model/geometry/BoundingBox.java,enav-model,maven:enav-model,Maven,1.8,higher_complexity_half,135,927,23,20,6,40,1.7391304347826086,3,211,remaining240,97.5,62.5,1,1,95.38,80.0,95.65,86.96,7.89,65.79,97.5,62.5,95.38,80.0,95.65,86.96,7.89,65.79,57.900000000000006,62.900000000000006,-35.0
132,6437134:enav-serialization/src/main/java/dk/dma/enav/serialization/routerouteparser.java,6437134,6437134,RouteRouteParser,enav-serialization/src/main/java/dk/dma/enav/serialization/RouteRouteParser.java,enav-serialization,maven:enav-serialization,Maven,1.8,higher_complexity_half,134,1124,7,1,7,24,3.4285714285714284,2,224,remaining240,10.0,,1,0,19.75,,42.86,,2.63,,10.0,0.0,19.75,0.0,42.86,0.0,2.63,0.0,-2.63,2.37,-10.0
133,6437134:enav-serialization/src/main/java/dk/dma/enav/serialization/rourouteparser.java,6437134,6437134,RouRouteParser,enav-serialization/src/main/java/dk/dma/enav/serialization/RouRouteParser.java,enav-serialization,maven:enav-serialization,Maven,1.8,higher_complexity_half,139,1049,7,1,14,32,4.571428571428571,8,284,remaining240,27.08,,1,0,42.53,,71.43,,9.52,,27.08,0.0,42.53,0.0,71.43,0.0,9.52,0.0,-9.52,-4.52,-27.08
134,6437134:enav-serialization/src/main/java/dk/dma/enav/serialization/simplerouteparser.java,6437134,6437134,SimpleRouteParser,enav-serialization/src/main/java/dk/dma/enav/serialization/SimpleRouteParser.java,enav-serialization,maven:enav-serialization,Maven,1.8,higher_complexity_half,133,933,8,1,18,26,3.25,10,291,remaining240,79.17,58.33,1,1,42.86,50.0,62.5,75.0,31.82,27.27,79.17,58.33,42.86,50.0,62.5,75.0,31.82,27.27,-4.550000000000001,0.4499999999999993,-20.840000000000003
135,6437134:enav-serialization/src/main/java/dk/dma/enav/serialization/rt3routeparser.java,6437134,6437134,Rt3RouteParser,enav-serialization/src/main/java/dk/dma/enav/serialization/Rt3RouteParser.java,enav-serialization,maven:enav-serialization,Maven,1.8,higher_complexity_half,137,1139,4,1,29,33,8.25,9,297,remaining240,5.56,,1,0,15.29,,75.0,,2.44,,5.56,0.0,15.29,0.0,75.0,0.0,2.44,0.0,-2.44,2.56,-5.56
136,64487983:dependency-injection/src/main/java/com/iluwatar/dependency/injection/app.java,64487983,64487983,App,dependency-injection/src/main/java/com/iluwatar/dependency/injection/App.java,dependency-injection,maven:dependency-injection,Maven,1.8,lower_complexity_half,14,107,1,1,1,1,1.0,8,4,remaining240,,,1,1,100.0,88.89,100.0,50.0,0.0,0.0,0.0,0.0,100.0,88.89,100.0,50.0,0.0,0.0,0.0,5.0,0.0
137,64487983:dependency-injection/src/main/java/com/iluwatar/dependency/injection/guicewizard.java,64487983,64487983,GuiceWizard,dependency-injection/src/main/java/com/iluwatar/dependency/injection/GuiceWizard.java,dependency-injection,maven:dependency-injection,Maven,1.8,lower_complexity_half,13,59,2,1,1,2,1.0,6,13,remaining240,,,1,1,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,105.0,0.0
138,64487983:bridge/src/main/java/com/iluwatar/bridge/souleatingmagicweapon.java,64487983,64487983,SoulEatingMagicWeapon,bridge/src/main/java/com/iluwatar/bridge/SoulEatingMagicWeapon.java,bridge,maven:bridge,Maven,1.8,lower_complexity_half,25,108,6,5,1,6,1.0,2,27,remaining240,,,1,0,81.82,,83.33,,20.0,,0.0,0.0,81.82,0.0,83.33,0.0,20.0,0.0,-20.0,-15.0,0.0
139,64487983:bridge/src/main/java/com/iluwatar/bridge/blindingmagicweapon.java,64487983,64487983,BlindingMagicWeapon,bridge/src/main/java/com/iluwatar/bridge/BlindingMagicWeapon.java,bridge,maven:bridge,Maven,1.8,lower_complexity_half,25,108,6,5,1,6,1.0,5,29,remaining240,,,1,0,100.0,,100.0,,20.0,,0.0,0.0,100.0,0.0,100.0,0.0,20.0,0.0,-20.0,-15.0,0.0
140,64487983:bridge/src/main/java/com/iluwatar/bridge/flyingmagicweapon.java,64487983,64487983,FlyingMagicWeapon,bridge/src/main/java/com/iluwatar/bridge/FlyingMagicWeapon.java,bridge,maven:bridge,Maven,1.8,lower_complexity_half,24,106,6,5,1,6,1.0,9,31,remaining240,,,1,0,100.0,,100.0,,20.0,,0.0,0.0,100.0,0.0,100.0,0.0,20.0,0.0,-20.0,-15.0,0.0
141,64487983:hexagonal/src/main/java/com/iluwatar/hexagonal/app.java,64487983,64487983,App,hexagonal/src/main/java/com/iluwatar/hexagonal/App.java,hexagonal,maven:hexagonal,Maven,1.8,lower_complexity_half,82,976,3,1,2,4,1.3333333333333333,10,50,remaining240,100.0,,1,0,100.0,,100.0,,20.0,,100.0,0.0,100.0,0.0,100.0,0.0,20.0,0.0,-20.0,-15.0,-100.0
142,64487983:hexagonal/src/main/java/com/iluwatar/hexagonal/domain/lotterynumbers.java,64487983,64487983,LotteryNumbers,hexagonal/src/main/java/com/iluwatar/hexagonal/domain/LotteryNumbers.java,hexagonal,maven:hexagonal,Maven,1.8,higher_complexity_half,76,445,10,6,7,19,1.9,4,221,remaining240,77.78,55.56,1,1,94.44,86.11,100.0,100.0,11.54,50.0,77.78,55.56,94.44,86.11,100.0,100.0,11.54,50.0,38.46,43.46,-22.22
143,64487983:hexagonal/src/main/java/com/iluwatar/hexagonal/domain/playerdetails.java,64487983,64487983,PlayerDetails,hexagonal/src/main/java/com/iluwatar/hexagonal/domain/PlayerDetails.java,hexagonal,maven:hexagonal,Maven,1.8,higher_complexity_half,67,379,7,6,13,22,3.142857142857143,7,278,remaining240,100.0,53.33,1,1,100.0,78.95,100.0,100.0,26.47,52.94,100.0,53.33,100.0,78.95,100.0,100.0,26.47,52.94,26.47,31.47,-46.67
144,66303306:event/src/main/java/com/bazaarvoice/emodb/event/eventstoremodule.java,66303306,66303306,EventStoreModule,event/src/main/java/com/bazaarvoice/emodb/event/EventStoreModule.java,event,maven:event,Maven,1.8,lower_complexity_half,98,1110,4,1,1,4,1.0,8,25,remaining240,,,1,1,0.0,14.81,0.0,33.33,0.0,0.0,0.0,0.0,0.0,14.81,0.0,33.33,0.0,0.0,0.0,5.0,0.0
145,66303306:event/src/main/java/com/bazaarvoice/emodb/event/api/dedupeventstorechannels.java,66303306,66303306,DedupEventStoreChannels,event/src/main/java/com/bazaarvoice/emodb/event/api/DedupEventStoreChannels.java,event,maven:event,Maven,1.8,lower_complexity_half,56,353,9,10,3,12,1.3333333333333333,6,104,remaining240,,,1,1,66.67,100.0,66.67,100.0,20.0,86.67,0.0,0.0,66.67,100.0,66.67,100.0,20.0,86.67,66.67,71.67,0.0
146,66303306:event/src/main/java/com/bazaarvoice/emodb/event/db/astyanax/channelallocationstate.java,66303306,66303306,ChannelAllocationState,event/src/main/java/com/bazaarvoice/emodb/event/db/astyanax/ChannelAllocationState.java,event,maven:event,Maven,1.8,lower_complexity_half,63,417,7,6,4,13,1.8571428571428572,4,140,remaining240,25.0,,1,0,42.86,,87.5,,16.0,,25.0,0.0,42.86,0.0,87.5,0.0,16.0,0.0,-16.0,-11.0,-25.0
147,66303306:web/src/main/java/com/bazaarvoice/emodb/web/partition/partitionawareservicefactory.java,66303306,66303306,PartitionAwareServiceFactory,web/src/main/java/com/bazaarvoice/emodb/web/partition/PartitionAwareServiceFactory.java,web,maven:web,Maven,1.8,higher_complexity_half,111,798,11,7,4,18,1.6363636363636365,3,151,remaining240,0.0,,1,0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
148,66303306:web/src/main/java/com/bazaarvoice/emodb/web/scanner/scanuploader.java,66303306,66303306,ScanUploader,web/src/main/java/com/bazaarvoice/emodb/web/scanner/ScanUploader.java,web,maven:web,Maven,1.8,higher_complexity_half,205,1565,15,10,6,36,2.4,9,209,remaining240,,0.0,0,1,,17.71,,23.08,,0.0,0.0,0.0,0.0,17.71,0.0,23.08,0.0,0.0,0.0,5.0,0.0
149,66303306:event/src/main/java/com/bazaarvoice/emodb/event/core/defaulteventstore.java,66303306,66303306,DefaultEventStore,event/src/main/java/com/bazaarvoice/emodb/event/core/DefaultEventStore.java,event,maven:event,Maven,1.8,higher_complexity_half,491,3585,41,33,6,89,2.1707317073170733,5,213,remaining240,1.16,,1,0,6.25,,11.11,,0.0,,1.16,0.0,6.25,0.0,11.11,0.0,0.0,0.0,0.0,5.0,-1.16
150,66303306:web/src/main/java/com/bazaarvoice/emodb/web/scanner/scanstatus/datastorescanstatusdao.java,66303306,66303306,DataStoreScanStatusDAO,web/src/main/java/com/bazaarvoice/emodb/web/scanner/scanstatus/DataStoreScanStatusDAO.java,web,maven:web,Maven,1.8,higher_complexity_half,284,2658,18,13,8,41,2.2777777777777777,10,241,remaining240,2.17,,1,0,3.74,,11.11,,0.0,,2.17,0.0,3.74,0.0,11.11,0.0,0.0,0.0,0.0,5.0,-2.17
151,66303306:event/src/main/java/com/bazaarvoice/emodb/event/db/astyanax/astyanaxeventreaderdao.java,66303306,66303306,AstyanaxEventReaderDAO,event/src/main/java/com/bazaarvoice/emodb/event/db/astyanax/AstyanaxEventReaderDAO.java,event,maven:event,Maven,1.8,higher_complexity_half,460,3506,28,16,15,82,2.9285714285714284,7,287,remaining240,0.0,,1,0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
152,6944525:d2/src/main/java/com/linkedin/d2/discovery/stores/zk/zookeeperconnectionawarestore.java,6944525,6944525,ZooKeeperConnectionAwareStore,d2/src/main/java/com/linkedin/d2/discovery/stores/zk/ZooKeeperConnectionAwareStore.java,d2,gradle:d2,Gradle,1.8,lower_complexity_half,124,650,11,10,3,17,1.5454545454545454,3,109,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
153,6944525:d2/src/main/java/com/linkedin/d2/discovery/event/propertyeventbusrequeststhrottler.java,6944525,6944525,PropertyEventBusRequestsThrottler,d2/src/main/java/com/linkedin/d2/discovery/event/PropertyEventBusRequestsThrottler.java,d2,gradle:d2,Gradle,1.8,higher_complexity_half,106,655,7,4,6,16,2.2857142857142856,10,198,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
154,6944525:d2/src/main/java/com/linkedin/d2/balancer/util/hashing/ringbasedurimapper.java,6944525,6944525,RingBasedUriMapper,d2/src/main/java/com/linkedin/d2/balancer/util/hashing/RingBasedUriMapper.java,d2,gradle:d2,Gradle,1.8,higher_complexity_half,198,1615,13,2,6,29,2.230769230769231,5,206,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
155,6944525:d2/src/main/java/com/linkedin/d2/balancer/servers/zookeeperconnectionmanager.java,6944525,6944525,ZooKeeperConnectionManager,d2/src/main/java/com/linkedin/d2/balancer/servers/ZooKeeperConnectionManager.java,d2,gradle:d2,Gradle,1.8,higher_complexity_half,258,1298,15,13,7,30,2.0,7,226,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
156,6944525:d2/src/main/java/com/linkedin/d2/balancer/util/warmuploadbalancer.java,6944525,6944525,WarmUpLoadBalancer,d2/src/main/java/com/linkedin/d2/balancer/util/WarmUpLoadBalancer.java,d2,gradle:d2,Gradle,1.8,higher_complexity_half,376,2486,17,14,8,39,2.2941176470588234,6,240,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
